p_name,p_group,p_type,involved_ministry,involved department,involved_area,fiscal_year,budget
โครงการคนละครึ่ง ระยะที่ 3,โครงการที่มีวัตถุประสงค์เพื่อฟื้นฟูเศรษฐกิจและสังคม ตามบัญชีแนบท้าย พ.ร.ก. เงินกู้ฯ (กลุ่มที่ 3),โครงการ,MOF,FPO,ALL,2564,"93,000"
